asin,domain,domain_id,title,new_price,used_price,list_price,discount_percent,validated_at
B09SFS4WQS,UK,2,ZAHARA Backlit GR Keyboard Layout Laptop for Dell Latitude7400 3400 5400 P98G001 7410 5401 5411 P98G008 Backlit German Keyboard Layout Laptop,32.5,,32.5,,2026-02-19T20:42:25.583737+00:00
B0FNRM865K,UK,2,"YUNZII B87 Wireless Mechanical Keyboard,QMK/VIA Software Custom Gaming,Gasket RGB Keyboard with Cute MOA Keycaps,Wrist Rest,BT5.0/2.4G/USB-C NKRO for ",84.14,,84.14,,2026-02-19T20:42:25.583746+00:00
B0CT5VV71Z,UK,2,"KOORUI 60% Mechanical Gaming Keyboard, Mixed Colors LED Backlit Ultra-Compact 69 Keys, Mini Wired Keyboard with Blue Switch for Windows Laptop PC/Mac ",22.99,,22.99,,2026-02-19T20:42:25.583754+00:00
B0B4W52FN5,UK,2,"Dierya DK61se Mechanical Gaming Keyboard,60 percent Red Linear Switches,Ice Blue LED Backlit, Detachable USB-C Cable,Full-Key Rollover for Computer/PC",29.99,,29.99,,2026-02-19T20:42:25.583762+00:00
B0072AEZJI,UK,2,"Logitech K120 Wired Business Keyboard, QWERTZ German Layout - White",12.99,,12.99,,2026-02-19T20:42:25.583769+00:00
B09CF44X5T,UK,2,HP Ensemble clavier et souris sans fil 230,,,,,2026-02-19T20:42:25.583781+00:00
B0FK6FTRZQ,UK,2,"Speedlink LETOS - small RGB gaming keyboard 60%, wired, detachable USB-C cable, backlit, German layout QWERTZ, black",24.99,,24.99,,2026-02-19T20:42:25.583788+00:00
B08DG4C63H,UK,2,"Trust Taro Wired Keyboard, German QWERTZ Layout, Quiet Keys, Splashproof, USB Port, 1.8 m Cable Length, PC Keyboard for Computer, Laptop, Mac, Windows",10.98,8.95,10.98,18.5,2026-02-19T20:42:25.583796+00:00
B0BXXM31Y2,UK,2,Contour Balance Keyboard | Wireless Keyboard with USB Dongle | QWERTZ Layout | Super Flat Wireless Keyboard | Number Pad + Media Keys | For Home and W,97.68,,97.68,,2026-02-19T20:42:25.583803+00:00
B0977C4H7V,UK,2,"Perixx PERIBOARD-213U Wired USB Keyboard - Quiet, Slim Design with Scissor Keys, Integrated Number Pad, Compact UK QWERTY Layout, Black",18.59,18.99,18.59,-2.2,2026-02-19T20:42:25.583812+00:00
B0B8DJ58P6,UK,2,"AULA F2088 Typewriter Style Mechanical Gaming Keyboard Blue Switch, with Removable Wrist Rest, Media Control Knob, Rainbow Backlit, Retro Punk Round K",49.99,,49.99,,2026-02-19T20:42:25.583822+00:00
B0F48L5MVC,UK,2,HSSDTECH Black Backlit Keyboard (Layout German GR) for Lenovo ThinkPad X240 X230S X240S X250 X250S X260 X270,29.69,,29.69,,2026-02-19T20:42:25.583828+00:00
B00BCE30RS,UK,2,"Logitech MK270 Wireless Keyboard and Mouse Combo for Windows, QWERTZ German Layout - Black",19.99,,19.99,,2026-02-19T20:42:28.980637+00:00
B0CSYRHRJ6,UK,2,"Amazon Basics Low-Profile USB Keyboard with IT Layout, Matte Black",14.25,,14.25,,2026-02-19T20:42:28.980666+00:00
B00564NI9U,UK,2,"Logitech K120 Wired Business Keyboard, QWERTY Spanish Layout - Black",,,,,2026-02-19T20:42:28.980681+00:00
B0831T7JNK,UK,2,SteelSeries Apex 3 - Gaming Keyboard - Silent Gaming Keyboard - 10-Zone RGB Illumination - IP32 Water & Dust Resistant - Premium Magnetic Wrist Rest -,49.99,46.31,49.99,7.4,2026-02-19T20:42:28.980703+00:00
B08B539T4M,UK,2,Dell TECLADO (ESLOVACO) Multimedia Keyboard KB216 (QWERTZ) Black,19.99,,19.99,,2026-02-19T20:42:28.980712+00:00
B0DLW2XLXL,UK,2,"TECKNET Mechanical Gaming Keyboard - Red Switches Mechanical Keyboard with 109 Keys, 24 LED Lighting Modes, Fully Programmable Keys & Anti-Ghosting fo",28.75,,28.75,,2026-02-19T20:42:28.980724+00:00
B0CSYT813K,UK,2,"Amazon Basics Full size Wired Keyboard Compatible with Laptop PC Tablet, USB Plug-and-Play, QWERTY UK Layout, Matt Black",17.99,,17.99,,2026-02-19T20:42:28.980734+00:00
B003IZ5JXC,UK,2,"Logitech MK120 Wired Keyboard and Mouse Combo for Windows, QWERTZ German Layout - Black",24.99,,24.99,,2026-02-19T20:42:28.980742+00:00
B0CVTZ4BT7,FR,4,"seenda Clavier et souris sans fil, multi-appareils USB & Bluetooth Clavier Souris Set pour PC, Clavier sans fil ultra fin rechargeable avec souris pou",49.19,,49.19,,2026-02-19T20:42:34.650818+00:00
B006T02YRM,FR,4,"Logitech K270 Clavier Sans Fil pour Windows, Clavier Allemand QWERTZ - Noir",33.11,15.23,33.11,54.0,2026-02-19T20:42:34.650852+00:00
B07XLYRWZ3,FR,4,"Arteck 2.4G Clavier et souris sans fil Combo en acier inoxydable ultra fin clavier pleine taille et souris ergonomique pour ordinateur de bureau, ordi",,,,,2026-02-19T20:42:34.650870+00:00
B0DP36D6K5,FR,4,"T'nB - Clavier sans Fil, QWERTZ (Allemagne, Autriche, Luxembourg, Suisse), Connexion Automatique, 13 raccourcis multimédia - Noir",19.99,,19.99,,2026-02-19T20:42:34.650880+00:00
B09X5XYG12,FR,4,"Razer Ornata V3 X, Clavier Gaming à Membrane avec Interrupteur Silencieux à Membrane (Cache-Boutons avec revêtement UV, Repose-Poignet Ergonomique Raz",56.04,25.91,56.04,53.8,2026-02-19T20:42:34.650894+00:00
B0DKTHFTMD,FR,4,"HP 235 - Kit Clavier et Souris - Disposition 3 Zones, Low Profile Key Travel - Full Size - sans Fil - 2,4 GHz - Allemand - Noir - Smart Buy",30.65,,30.65,,2026-02-19T20:42:34.650903+00:00
B07Z1G3VG1,FR,4,"CHERRY Stream Keyboard, Clavier Filaire, Disposition Suisse (QWERTZ), Frappe silencieuse, Sensation de Frappe Unique, Design Plat, Noir",45.05,30.58,45.05,32.1,2026-02-19T20:42:34.650913+00:00
B0DBH9YPC7,FR,4,"AULA F99 Clavier de jeu mécanique, BT5.0/2,4 GHz/USB-C, claviers personnalisés remplaçables à chaud avec rembourrage à cinq couches, commutateurs pré-",,,,,2026-02-19T20:42:34.650924+00:00
B0FKVBZ2PD,FR,4,"GLORIOUS Gaming Clavier GMBK 75% - Touches MX interchangeables, câble USB Amovible, IP57 Eau et poussière, RVB 10 Zones, switchs Silencieux, 321x137x4",44.99,42.74,44.99,5.0,2026-02-19T20:42:34.650937+00:00
B07W4DHKZJ,FR,4,"Logitech MX Mechanical Clavier Sans Fil Rétroéclairé Performant, Boutons Tactiles Silencieux, Clavier Anglais QWERTY - Gris",179.99,,179.99,,2026-02-19T20:42:34.650947+00:00
B0BHGSRTDD,FR,4,"TECURS Clavier Mecanique Gaming AZERTY, Clavier Gamer de Jeu Filaire, 60% Clavier Mini LED Rétroéclairé, Anti-Ghosting, Switchs Bleu pour PC/Windows/P",29.99,,29.99,,2026-02-19T20:42:34.650958+00:00
B0DFXWQWB8,FR,4,"GravaStar Mercury K1 Lite Clavier Mécanique de Jeu avec BT5.0/2.4G /Type-C, 75% Gasket Clavier Gamer RGB Rétroéclairé, Commutateurs Linéaires Pré-Lubr",99.95,,99.95,,2026-02-19T20:42:34.650969+00:00
B0CPM5PGWM,FR,4,Trust ODY II Clavier QWERTY Espagnol sans Fil,19.99,13.42,19.99,32.9,2026-02-19T20:42:34.650979+00:00
B00564GWEI,FR,4,"Logitech MK120 Combo Clavier et Souris Filaire pour Windows, Clavier Espagnol QWERTY - Noir",17.81,13.27,17.81,25.5,2026-02-19T20:42:34.650988+00:00
B07W7KMK4W,FR,4,"Logitech G413 TKL SE Clavier Gaming Mécanique, Clavier Espagnol QWERTY - Noir",70.93,44.16,70.93,37.7,2026-02-19T20:42:34.650999+00:00
B0DQQ87W32,FR,4,"GXTrust 871 Zora Clavier mécanique espagnol QWERTY avec éclairage RVB, interrupteurs linéaires Huano, N-Key Rollover Anti-ghosting, Clavier Gaming pro",,43.06,,,2026-02-19T20:42:34.651010+00:00
B07W7LMCF9,FR,4,"Logitech MX Keys - Clavier sans Fil avancé avec Eclairage des Touches pour Mac, saisie tactile réactive, rétroéclairage, Bluetooth, USB-C, Apple macOS",,86.96,,,2026-02-19T20:42:34.651020+00:00
B0DFWH9YWK,FR,4,"Rii RK909 Clavier de gaming mécanique 96 %, 3 modes de connectivité, rétroéclairage LED, disposition espagnole (interrupteurs bleus)",,,,,2026-02-19T20:42:34.651031+00:00
B0FX988W28,FR,4,"LOFREE Clavier mécanique Flow Lite84 Touches sans Fil Rechargeable Interchangeable avec récepteur2.4G, Connexion BT et Filaire pour Windows Mac Interr",129.99,,129.99,,2026-02-19T20:42:34.651041+00:00
B0FD3V3RPY,FR,4,"GravaStar V75 Lite Clavier Gamer Magnétique Hall Effect - 4000Hz Rapid Trigger - Activation Ajustable 0,01mm - Clavier Gaming 75% avec Switchs Hot-Swa",119.95,,119.95,,2026-02-19T20:42:34.651052+00:00
B0B3DBYXZ6,FR,4,"Snpurdiri Clavier de Jeu mécanique Filaire 60% Mini 61 Touches avec commutateurs Rouges pour PC, Windows XP, Win 7, Win 10 (Noir-Rouge)",29.99,20.11,29.99,32.9,2026-02-19T20:42:34.651062+00:00
B07W7N38X8,FR,4,"Logitech G 915 TKL Lightspeed Clavier, Noir",117.49,68.89,117.49,41.4,2026-02-19T20:42:34.651071+00:00
B0F639HPHT,FR,4,"Keychron B6 Pro Clavier sans fil pleine grandeur – ZMK programmable, saisie silencieuse, 2,4 G/Bluetooth 5.2/USB-C trimode, pavé numérique pour bureau",,,,,2026-02-19T20:42:34.651089+00:00
B0D8SM16B5,FR,4,"LeadsaiL K786 Ensemble Clavier et Souris sans Fil QWERTZ Clavier Allemand sans Fil avec Souris, Frappe silencieuse, 2,4 GHz avec Nano récepteur USB 2 ",22.81,16.05,22.81,29.6,2026-02-19T20:42:34.651098+00:00
B08DG47ML4,FR,4,"Trust Taro Clavier USB filaire, disposition italienne QWERTY, clavier PC avec fil pour ordinateur/ordinateur portable, Mac/Windows, câble de 1,8 m, ré",,,,,2026-02-19T20:42:34.651108+00:00
B0DK9S97CG,FR,4,EMPIRE GAMING - Neu 2024 - K208 Kompakte TKL-Kabelgebundene Tastatur (DE-QWERTZ) 69 Tasten RGB - Abnehmbares USB Type C Kabel Plug & Play - PC/PS4/PS5,24.99,21.24,24.99,15.0,2026-02-19T20:42:40.470534+00:00
B07CWVV6DB,FR,4,"CHERRY KC 6000 Slim, Clavier au Design Ultra-Plat, Disposition Allemande (QWERTZ), Filaire (Port USB-A), Touches silencieuses, Marquage Durable, Noir",53.32,39.19,53.32,26.5,2026-02-19T20:42:40.470572+00:00
B0CQLN55LZ,FR,4,"YINDIAO Ajazz AK820 Clavier Mécanique avec Knob,Disposition 75% ANSI,82 Touches Clavier de Jeu Filaire,5 Mousses Insonorisantes,Hot-Swap,Interrupteur ",47.19,,47.19,,2026-02-19T20:42:40.470594+00:00
B0CBMPXG9B,FR,4,Spirit Of Gamer x Pro K1 | Clavier Gamer Semi-Mecanique Filaire pour PC | Layout QWERTZ Allemand | 26 Touches Anti-Ghosting | 3 Modes de Rétroéclairag,,13.9,,,2026-02-19T20:42:40.470606+00:00
B0C89KJQ9F,FR,4,HP 150 Combo Teclado + Ratón 1600 DPI USB Negros,,13.82,,,2026-02-19T20:42:40.470618+00:00
B0DL7GP7HD,FR,4,"The G-Lab - Keyz Rubidium Blanc - Clavier Mecanique USB, AZERTY, RGB 100% Personnalisable, Anti-Ghosting, Repose-Poignet - Clavier Gamer Blanc, Switch",66.95,72.63,66.95,-8.5,2026-02-19T20:42:40.470635+00:00
B0DM6JVVJR,FR,4,"Hama Clavier filaire CK-200 (clavier USB, sensation de frappe ergonomique, touches silencieuses, câble amovible, disposition QWERTZ allemande, touches",16.94,,16.94,,2026-02-19T20:42:40.470647+00:00
B0FHVS4B7D,FR,4,"YINDIAO ATTACK SHARK X820 Ultra Gasket Clavier Mécanique avec écran TFT et Knob, Disposition ANSI 75%, 2,4GHz/BT/Filaire, 5 Mousses Insonorisantes, Ho",63.74,47.81,63.74,25.0,2026-02-19T20:42:40.470662+00:00
B01AUGT964,FR,4,"Logitech MK235 Combo Clavier et Souris Sans Fil, Clavier QWERTZ Allemand",39.99,18.26,39.99,54.3,2026-02-19T20:42:40.470672+00:00
B09B1VMTVX,FR,4,"Autocollants Universels pour Clavier Allemand, Autocollant de Remplacement pour Clavier Allemand Anglais, avec Fond Noir et Lettrage Blanc, pour Ordin",12.58,,12.58,,2026-02-19T20:42:40.470684+00:00
B09JGB2XK7,FR,4,"RK61 Clavier gaming mécanique sans fil 2,4 GHz/Bluetooth/USB-C RGB backlit interrupteur rouge chaud Swap double ABS keycaps QWERTY disposition italien",,,,,2026-02-19T20:42:40.470696+00:00
B0CFFCC1L6,FR,4,"Trust Gaming Azor GXT 835 Clavier de Jeu QWERTY UK, éclairage LED, Mode de Jeu, 12 Touches multimédia, Anti-fantôme, Clavier à Membrane Filaire USB po",,,,,2026-02-19T20:42:40.470708+00:00
B09R1VZRFF,FR,4,"KLIM Chroma Clavier Gamers QWERTZ DEUTSHLAND Filaire USB - Haute Performance - Éclairé chromatique Gaming Noir RGB PC Windows, Mac PS4 [ Nouvelle Vers",39.97,36.55,39.97,8.6,2026-02-19T20:42:40.470720+00:00
B0FPFPWJDB,FR,4,"YUNZII QL108 Clavier Mécanique Gamer, Hot-Swap Rétroéclairé RGB Multicolore, Panneau Métal Style Rétro Typewriter avec Touches Rondes 100% QWERTY Layo",50.24,,50.24,,2026-02-19T20:42:40.470730+00:00
B0D1G1P4T5,FR,4,Trust Primo Clavier sans fil et souris allemand QWERTZ Noir,29.89,57.0,29.89,-90.7,2026-02-19T20:42:40.470740+00:00
B0CM64HVKQ,FR,4,"KEMOVE K98SE Clavier Gamer Mécanique, 98 Touches Rétro-Éclairage LED, Clavier Filaire 96% Disposition QWERTY US, Interrupteurs Rouge Pré-Lubrifiés",49.99,,49.99,,2026-02-19T20:42:40.470751+00:00
B0DFWVT9HF,FR,4,"GLORIOUS Gaming GMMK 3 Pro : Clavier mécanique personnalisé, TKL 75%, Corps alu et Joints modulaires, switches MX (Hot Swap), Mousse insonorisante, Ca",279.99,103.03,279.99,63.2,2026-02-19T20:42:40.470765+00:00
B077BT728N,FR,4,"Logitech K280e Pro Clavier Filaire Business, Clavier QWERTZ Allemand - Noir",29.89,13.22,29.89,55.8,2026-02-19T20:42:40.470775+00:00
B07YG1VBGW,FR,4,The G-Lab - Keyz Carbon E Clavier Mécanique Gamer Azerty Blue Switches Ultra Précis - 16 Effets de Rétro-Éclairage - Repose-Poignets Magnétique - Comp,38.0,24.47,38.0,35.6,2026-02-19T20:42:40.470788+00:00
B0042BZWHE,FR,4,"Logitech K120 Clavier sans Fil Windows, Plug-and-Play USB, Touches Silencieuses Ultra-Plates, Taille Standard, Résistant aux Eclaboussures, Barre d’Es",22.95,6.1,22.95,73.4,2026-02-19T20:42:40.470800+00:00
B0DWMX5TXV,FR,4,"RK ROYAL KLUDGE R98 Pro Clavier Mécanique Filaire, Clavier Gamer 96% AZERTY, Rétroéclairage RGB, Touches PBT, Gasket Structure, Molette de Volume, Hot",79.99,70.59,79.99,11.8,2026-02-19T20:42:40.470813+00:00
B0CPM1TB52,FR,4,"Trust Ymo II Ensemble Clavier Souris Silencieux sans Fil QWERTZ Allemand, Touches Plates, Protection Contre Les éclaboussures, Souris sans Fil ambidex",24.99,15.28,24.99,38.9,2026-02-19T20:42:40.470824+00:00
B0DNMVC7SP,FR,4,"The G-Lab - Keyz Titanium - Clavier Gaming 65% AZERTY, USB - Clavier Mecanique Switch Rouge - RGB 100% Personnalisable, Anti-Ghosting, Macros programm",29.99,26.87,29.99,10.4,2026-02-19T20:42:40.470836+00:00
B08DDDVWWW,FR,4,Trust GXT 835 Azor teclado USB QWERTY Español Negro,,15.78,,,2026-02-19T20:42:40.470845+00:00
B0879KGWTY,FR,4,"Dell KM7120W Clavier RF sans Fil + Bluetooth QWERTZ Allemand Gris, Titane",74.73,52.01,74.73,30.4,2026-02-19T20:42:40.470855+00:00
B0DGQ6CKNZ,FR,4,"Cherry MX 8.2 TKL Wireless XAGA, Clavier de Jeu sans Fil sans Bloc Numéro, Disposition Allemande (QWERTZ), Bluetooth, 2,4 GHz, Câble, MX2A Red Switche",118.55,,118.55,,2026-02-19T20:42:40.470866+00:00
B0G4LZJ3XM,FR,4,"Akko 3108 V3 Clavier mécanique Filaire, Disposition QWERTY complète, Touches remplaçables à Chaud, rétroéclairage RGB Blanc Uniquement, Touches PBT Do",59.39,,59.39,,2026-02-19T20:42:40.470877+00:00
B0BG2V7MGP,FR,4,"The G-Lab Keyz Mercury TKL Clavier Mécanique Gamer 87 Touches Filaire USB AZERTY Français, Rétro-Éclairage LED Multicolore - Gaming Compact sans Pavé ",27.99,17.55,27.99,37.3,2026-02-19T20:42:40.470891+00:00
B08QD8MZX1,FR,4,KeySonic KSK-8031INEL Clavier USB QWERTZ Allemand Blanc,77.36,,77.36,,2026-02-19T20:42:40.470899+00:00
B0DFXV6ZPM,FR,4,"GravaStar Mercury K1 Clavier Mécanique de Jeu avec BT5.0/2.4G /Type-C, 75% Gasket Clavier Gamer RGB Rétroéclairé, Commutateurs Linéaires Pré-Lubrifiés",139.95,,139.95,,2026-02-19T20:42:44.305406+00:00
B07N3D832F,FR,4,"ZAGG 103202243 clavier USB QWERTZ Allemand Noir - Claviers (Standard, Avec fil, USB, QWERTZ, Noir)",,,,,2026-02-19T20:42:44.305450+00:00
B08KW8QHP2,FR,4,"MediaRange Clavier Filaire QWERTZ, Blanc",14.16,,14.16,,2026-02-19T20:42:44.305472+00:00
B0B96M3VB2,FR,4,"Redragon Clavier mécanique de jeu avec 105 touches programmables, commutateurs rouges, clavier de jeu RVB anti-ghosting idéal pour PC, Windows, Mac, b",,,,,2026-02-19T20:42:44.305504+00:00
B0DJ6PCW72,FR,4,"RedThunder K20 TKL Clavier gaming sans fil, rétroéclairage RVB réglable et batterie rechargeable, design compact avec disposition QWERTY ES et 6 touch",,,60.01,,2026-02-19T20:42:44.305533+00:00
B01ARGX3NM,FR,4,"LogiLink ID0019A clavier USB QWERTZ Allemand Noir - Claviers (Avec fil, USB, QWERTZ, Noir)",26.37,15.19,26.38,42.4,2026-02-19T20:42:44.305565+00:00
B0FM8C8M7G,FR,4,"Mars Gaming MCPWX, Portugais, Combo Gaming sans Fil, Technologie DualPro Link 2.4GPRO, Clavier Complet FRGB avec Contrôle Multimédia + Souris RGB 3200",38.9,,38.9,,2026-02-19T20:42:44.305596+00:00
B0FG85MKT1,FR,4,"MechLands Aula F75 Clavier mécanique sans fil 75 % QWERTZ Disposition allemande Custom Creamy Clavier de jeu avec bouton, RVB, remplaçable à chaud, in",,,,,2026-02-19T20:42:44.305620+00:00
B0797FYB3K,FR,4,"Logitech MK540 Combo Clavier et Souris sans Fil, Clavier QWERTZ Allemand - Noir Standard",49.99,40.49,49.99,19.0,2026-02-19T20:42:44.305645+00:00
B0DQVHP2WH,FR,4,Trust Gaming GXT 871 Zora Clavier mécanique italien QWERTY,,34.31,,,2026-02-19T20:42:44.305669+00:00
B07GXXC451,FR,4,EMPIRE GAMING Clavier PC Empire K300 QWERTZ Allemand – 105 Touches Semi-mécaniques Dont 19 Touches Anti-gosthing 12 raccourcis multimédia Rétro-éclair,22.99,,22.99,,2026-02-19T20:42:44.305692+00:00
B0DYDPX4VH,FR,4,"AJAZZ AK820 Mechanical Keyboard, 75% Hot Swappable Wired Volume Control Knob, PBT Keycaps, Five-Layer Sound Insulation Pad, 82-Key Gaming Keyboards, G",49.99,48.49,49.99,3.0,2026-02-19T20:42:44.305720+00:00
B07F59BY7L,FR,4,"Satechi Clavier sans Fil en Aluminium avec Pavé Numérique QWERTZ DE Allemand, Clavier Bluetooth pour MacBook Air & Pro M5 M4, PC Portable, Tablette, i",79.99,,79.99,,2026-02-19T20:42:44.305742+00:00
B0FHH6B58D,FR,4,"GXTrust 872 Xyra TKL Clavier Mécanique Joint Mount UK Layout, Hot Swappable Gaming Clavier Crémeux 80%, RGB Rétroéclairé avec Logiciel, Personnalisé S",80.28,,80.28,,2026-02-19T20:42:44.305768+00:00
B0B4VZW3BY,FR,4,"Dierya Clavier Gamer Mécanique 60% Câblé avec Interrupteur Rouge,DK61se Clavier Gaming Rétroéclairage Bleu Glacier,Type-c Mechanical Keyboard Compact ",34.99,,34.99,,2026-02-19T20:42:44.305793+00:00
B0C3VMY393,FR,4,KLIM Thunder QWERTZ DE Layout Ensemble Clavier et Souris de Jeu sans fil - Clavier rétroéclairé sans fil avec batterie intégrée longue durée + Souris ,69.97,,69.97,,2026-02-19T20:42:44.305814+00:00
B07YLZG1SK,FR,4,MSI Vigor GK30 Clavier USB QWERTZ Allemand Noir,55.93,,55.93,,2026-02-19T20:42:44.305833+00:00
B00XYTTEAQ,FR,4,"Logitech K400 Plus Clavier Sans Fil Touch TV Avec Contrôle Média et Pavé Tactile, Clavier Espagnol QWERTY - Noir",40.24,36.98,40.24,8.1,2026-02-19T20:42:44.305859+00:00
B0851CN3GC,FR,4,"Trust Gaming GXT 835 Azor Clavier Gaming, Layout Italien QWERTY, USB, Anti-ghosting, Clavier rétroéclairé LED RGB pour PC, Ordinateur, Ordinateur Port",19.99,11.3,19.99,43.5,2026-02-19T20:42:44.305885+00:00
B0FF9WN7R1,FR,4,"YUNZII B75 Pro Clavier Mécanique sans Fil, Disposition 75% Keyboard Gasket Mount Hot-Swap Switch Pré-lubrifiés avec Bouton, RVB, BT/2,4Ghz/Type-C, Tou",75.64,,75.64,,2026-02-19T20:42:44.305911+00:00
B0FSLT33D3,FR,4,"MSI Forge GK320 FR Clavier Gaming Mécanique - Français AZERTY, Switches Red (Linéaires) interchangeables, Couvercle magnétique, Touches ergonomiques, ",44.8,42.66,44.9,5.0,2026-02-19T20:42:44.305941+00:00
B0DSZQK42Y,FR,4,"YUNZII AL68 Clavier mécanique sans Fil 60% en Aluminium QMK/Via, remplaçable à Chaud avec Bouton, RVB pour Mac/Windows/Linux (Noir, zéro linéaire)",73.19,,73.19,,2026-02-19T20:42:44.305966+00:00
B07W7K29YM,FR,4,Logitech MK295 Silent Wireless Combo - Allemand,,26.36,,,2026-02-19T20:42:44.305986+00:00
B09NQHF99G,FR,4,Clavier Corsair K70 Espagnol QWERTY Noir,476.92,113.94,476.92,76.1,2026-02-19T20:42:44.306010+00:00
B0C592RKDV,FR,4,"RedThunder K84 - Set de souris sans fil Gioco, Layout QWERTZ DE, ricaricabile, compatta, ultra léger, avec structure à Nido Ape per PC Mac PS5 Xbox Ga",59.99,,59.99,,2026-02-19T20:42:44.306032+00:00
B09N9CY637,FR,4,"CHERRY Stream Keyboard TKL, Clavier Filaire sans pavé numérique, Disposition Allemande (QWERTZ), Frappe silencieuse, Sensation de Frappe Unique, Noir",30.5,20.42,35.99,43.3,2026-02-19T20:42:44.306057+00:00
B0DGTK68JW,FR,4,"Dierya DK63 Clavier Gamer sans Fil 60%,Clavier Gaming Mecanique avec Bluetooth/2.4Ghz/USB-C,63 Touches Anti-Ghosting Interrupteur Rouge avec Mac OS/Wi",33.99,23.4,33.99,31.2,2026-02-19T20:42:48.284623+00:00
B08KWBJCNM,FR,4,MediaRange MROS112 Clavier Qwertz Noir avec câble,11.28,10.94,12.77,14.3,2026-02-19T20:42:48.284664+00:00
B0BHYRG6V8,FR,4,"Dierya Clavier Gamer Mécanique 60% Câblé avec Interrupteur Rouge,T68SE Clavier Gaming LED Rétroéclairé Type-c Mechanical Keyboard Compact 68 Touches A",24.0,,24.0,,2026-02-19T20:42:48.284696+00:00
B07W4DHQJ6,FR,4,"Logitech G413 TKL SE Clavier Gaming Mécanique, Clavier Anglais QWERTY - Noir",,,,,2026-02-19T20:42:48.284718+00:00
B0CYTB34XC,FR,4,"Trust Gaming GXT 866 Torix Clavier Mécanique, Disposition QWERTY Italienne, Interrupteur Linéaire Huano, Éclairage RGB, Antighosting N-Key Rollover, U",74.93,,74.93,,2026-02-19T20:42:48.284742+00:00
B0DPRNP35D,FR,4,"MAMBASNAKE X Attack Shark X66 Clavier Mécanique sans Fil 65% avec Bouton, Clavier De Jeu RGB à Échange à Chaud 60%, BT/2,4 G/USB-C, Interrupteur Linéa",47.99,,47.99,,2026-02-19T20:42:48.284764+00:00
B09J88KM8L,FR,4,Contour Clavier d'équilibre | Clavier filaire | Disposition QWERTZ | Clavier d'ordinateur super plat | Pavé numérique + touches multimédias | Pour la ,130.91,,130.91,,2026-02-19T20:42:48.284782+00:00
B0CPMBBMW1,FR,4,"Trust ODY II Clavier silencieux sans fil QWERTZ allemand, touches plates, résistant aux éclaboussures, récepteur USB RF 2,4 GHz, pour PC, ordinateur p",21.99,13.78,21.99,37.3,2026-02-19T20:42:48.284797+00:00
B0D3GZYN1P,FR,4,"RK ROYAL KLUDGE R75 Clavier Gamer Tir Mode Gasket Mounted, sans Fil Mécanique RVB, AZERTY Français avec Knob, TKL 75% Hot Swap QMK/Via, PBT Keycaps, C",72.99,77.39,72.99,-6.0,2026-02-19T20:42:48.284815+00:00
B07FLYR1TG,FR,4,"KLIM Chroma Clavier sans Fil Gamer QWERTZ Deutschland + Fin, Durable, Ergonomique, Discret, Waterproof, Silencieux + Clavier Gamer rétroéclairé pour P",39.97,,39.97,,2026-02-19T20:42:48.284828+00:00
B0CQKMKPZW,FR,4,"YINDIAO Ajazz AK820 Clavier Mécanique avec Knob,Disposition 75% ANSI,81 Touches Clavier de Jeu Filaire,5 Mousses Insonorisantes,Hot-Swappable,Interrup",42.49,29.77,42.49,29.9,2026-02-19T20:42:48.284847+00:00
B07FHTJC1G,FR,4,"SATECHI Clavier Filaire USB Aluminium & Pavé Numérique Compatible avec iMac 2017/2016, iMac Pro et Plus Encore (ALLEMEND, Gris Sidéral)",,,,,2026-02-19T20:42:48.284860+00:00
B0FJ7Z9KGH,FR,4,MageGee Clavier Gamer Mécanique AZERTY | Clavier Gamer 60% AZERTY | Compact 69 Touches avec Rétroéclairage LED | Mini Clavier Filaire avec Switchs Rou,33.99,,33.99,,2026-02-19T20:42:48.284877+00:00
B08KWBVK4Z,FR,4,MediaRange MROS113 Clavier Qwertz avec câble Blanc,12.28,,12.44,,2026-02-19T20:42:48.284889+00:00
B08DG6LBRN,FR,4,"Trust Taro Clavier avec Disposition QWERTY Espagnol, Touches Silencieuses, Câble USB, Clavier Filaire ES pour PC, Ordinateur Portable, Mac - Noir",11.99,9.07,11.99,24.4,2026-02-19T20:42:48.284907+00:00
B01L6L44NU,FR,4,"Logitech G213 Prodigy, Clavier Gaming, Eclairage RVB LIGHTSYNC, Résistant aux Éclaboussures, Personnalisable, Commandes Multimédia Dédiées, Clavier Es",59.99,41.33,59.99,31.1,2026-02-19T20:42:48.284925+00:00
B0CBPJN8BY,FR,4,"CHERRY KW 7100 MINI BT, Clavier compact multi-appareils avec trois canaux Bluetooth, Disposition allemande (QWERTZ), Design plat, étui de transport in",41.99,,46.78,,2026-02-19T20:42:48.284937+00:00
B072KJDCL8,FR,4,"Logitech MK330 Combo Clavier et Souris sans Fil pour Windows, QWERTZ Allemand Noir Standard",41.9,21.09,58.98,64.2,2026-02-19T20:42:48.284951+00:00
B0FCLXFQT5,FR,4,"Redragon K668 RGB Clavier de gaming mécanique filaire 105 + 4 touches, interrupteurs rouges, prise Hot-Swappable, mousse absorbante, 2 jeux de touches",,64.85,,,2026-02-19T20:42:48.284966+00:00
B0F58SM5BT,FR,4,Newmen GM325Pro Clavier mécanique 104 touches arc-en-ciel rétroéclairé à DEL – Clavier de jeu filaire avec panneau métallique remplaçable à chaud – To,36.07,,36.07,,2026-02-19T20:42:48.284990+00:00
